Trade, Price, TimeStamp, PointValue, slippage, position
Buy , 57.3973, 2006-08-04 10:40, 42000, 19.5, 0
Sell, 57.34, 2006-08-04 11:25, 42000, 19.5, -1
Buy , 57.3072, 2006-08-04 12:00, 42000, 19.5, 0
Sell, 57.25, 2006-08-07 09:35, 42000, 19.5, -1
Buy , 57.057, 2006-08-07 10:10, 42000, 19.5, 0
Sell, 57, 2006-08-08 09:35, 42000, 19.5, -1
Buy , 57.027, 2006-08-08 09:40, 42000, 19.5, 0
Sell, 56.97, 2006-08-08 12:50, 42000, 19.5, -1
Buy , 56.8768, 2006-08-08 13:05, 42000, 19.5, 0
Buy , 57.29, 2006-08-09 13:00, 42000, 19.5, 1
Sell, 57.3026, 2006-08-10 09:35, 42000, 19.5, 0
Sell, 56.82, 2006-08-11 09:35, 42000, 19.5, -1
Buy , 56.7767, 2006-08-11 09:40, 42000, 19.5, 0
Sell, 56.69, 2006-08-11 10:40, 42000, 19.5, -1
Buy , 56.2762, 2006-08-11 11:10, 42000, 19.5, 0
Sell, 56.22, 2006-08-14 09:35, 42000, 19.5, -1
Buy , 55.9559, 2006-08-14 09:40, 42000, 19.5, 0
Sell, 55.9, 2006-08-14 10:20, 42000, 19.5, -1
Buy , 55.8458, 2006-08-14 10:45, 42000, 19.5, 0
Sell, 55.79, 2006-08-14 12:20, 42000, 19.5, -1
Buy , 55.7757, 2006-08-14 12:30, 42000, 19.5, 0
Sell, 55.72, 2006-08-14 12:35, 42000, 19.5, -1
Buy , 55.7757, 2006-08-14 12:50, 42000, 19.5, 0
Sell, 55.72, 2006-08-17 09:35, 42000, 19.5, -1
Buy , 55.6756, 2006-08-17 09:40, 42000, 19.5, 0
Sell, 55.6, 2006-08-17 11:20, 42000, 19.5, -1
Buy , 55.5255, 2006-08-17 11:50, 42000, 19.5, 0
Buy , 55.92, 2006-08-21 13:05, 42000, 19.5, 1
Sell, 56.0239, 2006-08-22 09:45, 42000, 19.5, 0
Buy , 56.08, 2006-08-22 09:55, 42000, 19.5, 1
Sell, 56.0439, 2006-08-22 10:00, 42000, 19.5, 0
Buy , 56.1, 2006-08-22 10:55, 42000, 19.5, 1
Sell, 56.1338, 2006-08-22 11:10, 42000, 19.5, 0
Buy , 56.19, 2006-08-22 11:55, 42000, 19.5, 1
Sell, 56.2237, 2006-08-22 12:20, 42000, 19.5, 0
Buy , 56.28, 2006-08-23 12:00, 42000, 19.5, 1
Sell, 56.3136, 2006-08-23 12:15, 42000, 19.5, 0
Sell, 55.81, 2006-08-24 11:55, 42000, 19.5, -1
Buy , 55.7557, 2006-08-24 12:05, 42000, 19.5, 0
Sell, 55.7, 2006-08-25 11:10, 42000, 19.5, -1
Buy , 55.7257, 2006-08-25 11:20, 42000, 19.5, 0
Sell, 55.67, 2006-08-25 11:30, 42000, 19.5, -1
Buy , 55.6055, 2006-08-25 12:00, 42000, 19.5, 0
Sell, 55.55, 2006-08-25 12:20, 42000, 19.5, -1
Buy , 55.5855, 2006-08-25 12:25, 42000, 19.5, 0
Sell, 55.53, 2006-08-28 09:40, 42000, 19.5, -1
Buy , 55.3453, 2006-08-28 09:45, 42000, 19.5, 0
Sell, 55.29, 2006-08-28 10:25, 42000, 19.5, -1
Buy , 55.3453, 2006-08-28 10:35, 42000, 19.5, 0
Sell, 55.29, 2006-08-28 13:15, 42000, 19.5, -1
Buy , 55.1651, 2006-08-29 09:45, 42000, 19.5, 0
Buy , 55.48, 2006-08-30 12:45, 42000, 19.5, 1
Sell, 55.6843, 2006-08-30 13:00, 42000, 19.5, 0
Buy , 55.74, 2006-08-31 13:00, 42000, 19.5, 1
Sell, 55.8341, 2006-09-01 09:35, 42000, 19.5, 0
Sell, 55.25, 2006-09-05 10:55, 42000, 19.5, -1
Buy , 55.2552, 2006-09-05 11:15, 42000, 19.5, 0
Sell, 55.2, 2006-09-05 11:55, 42000, 19.5, -1
Buy , 55.2352, 2006-09-05 12:15, 42000, 19.5, 0
Sell, 55.18, 2006-09-05 12:20, 42000, 19.5, -1
Buy , 55.2252, 2006-09-05 12:30, 42000, 19.5, 0
Sell, 55.17, 2006-09-06 09:40, 42000, 19.5, -1
Buy , 55.1451, 2006-09-06 10:00, 42000, 19.5, 0
Sell, 55.09, 2006-09-06 11:20, 42000, 19.5, -1
Buy , 55.065, 2006-09-06 12:40, 42000, 19.5, 0
Sell, 55.01, 2006-09-06 13:15, 42000, 19.5, -1
Buy , 54.9949, 2006-09-07 09:40, 42000, 19.5, 0
Sell, 54.94, 2006-09-07 10:40, 42000, 19.5, -1
Buy , 54.9949, 2006-09-07 11:05, 42000, 19.5, 0
Sell, 54.94, 2006-09-07 11:50, 42000, 19.5, -1
Buy , 54.9949, 2006-09-07 12:00, 42000, 19.5, 0
Buy , 55.39, 2006-09-08 10:00, 42000, 19.5, 1
Sell, 55.3846, 2006-09-08 10:05, 42000, 19.5, 0
Sell, 54.94, 2006-09-11 09:35, 42000, 19.5, -1
Buy , 54.9149, 2006-09-11 09:55, 42000, 19.5, 0
Sell, 54.86, 2006-09-12 09:35, 42000, 19.5, -1
Buy , 54.8948, 2006-09-12 09:40, 42000, 19.5, 0
Sell, 54.84, 2006-09-12 12:25, 42000, 19.5, -1
Buy , 54.7747, 2006-09-12 13:05, 42000, 19.5, 0
Buy , 55.24, 2006-09-14 09:35, 42000, 19.5, 1
Sell, 55.3346, 2006-09-14 09:45, 42000, 19.5, 0
Buy , 55.39, 2006-09-14 13:00, 42000, 19.5, 1
Sell, 55.4845, 2006-09-14 13:10, 42000, 19.5, 0
Sell, 55.08, 2006-09-18 09:55, 42000, 19.5, -1
Buy , 55.1351, 2006-09-18 10:00, 42000, 19.5, 0
Sell, 55.08, 2006-09-18 10:05, 42000, 19.5, -1
Buy , 55.1351, 2006-09-18 10:10, 42000, 19.5, 0
Sell, 55.08, 2006-09-18 13:00, 42000, 19.5, -1
Buy , 55.065, 2006-09-18 13:10, 42000, 19.5, 0
Sell, 55.01, 2006-09-19 09:35, 42000, 19.5, -1
Buy , 55.065, 2006-09-19 09:40, 42000, 19.5, 0
Sell, 55.01, 2006-09-19 09:50, 42000, 19.5, -1
Buy , 55.065, 2006-09-19 09:55, 42000, 19.5, 0
Sell, 55, 2006-09-19 10:05, 42000, 19.5, -1
Buy , 55.015, 2006-09-19 10:10, 42000, 19.5, 0
Sell, 54.96, 2006-09-19 11:10, 42000, 19.5, -1
Buy , 54.8648, 2006-09-19 11:30, 42000, 19.5, 0
Sell, 54.81, 2006-09-19 11:55, 42000, 19.5, -1
Buy , 54.7046, 2006-09-19 12:00, 42000, 19.5, 0
Sell, 54.63, 2006-09-20 09:35, 42000, 19.5, -1
Buy , 54.6846, 2006-09-20 09:40, 42000, 19.5, 0
Sell, 54.63, 2006-09-20 09:45, 42000, 19.5, -1
Buy , 54.6846, 2006-09-20 09:50, 42000, 19.5, 0
Sell, 54.63, 2006-09-20 10:00, 42000, 19.5, -1
Buy , 54.6246, 2006-09-20 10:10, 42000, 19.5, 0
Sell, 54.58, 2006-09-22 12:15, 42000, 19.5, -1
Buy , 54.4344, 2006-09-22 12:45, 42000, 19.5, 0
Sell, 54.38, 2006-09-22 13:00, 42000, 19.5, -1
Buy , 54.4144, 2006-09-22 13:10, 42000, 19.5, 0
Sell, 54.36, 2006-09-25 09:35, 42000, 19.5, -1
Buy , 54.014, 2006-09-25 09:40, 42000, 19.5, 0
Buy , 54.47, 2006-09-28 10:50, 42000, 19.5, 1
Sell, 54.4954, 2006-09-28 11:05, 42000, 19.5, 0
Buy , 54.55, 2006-09-28 11:10, 42000, 19.5, 1
Sell, 54.6253, 2006-09-28 11:15, 42000, 19.5, 0
Buy , 54.68, 2006-09-29 09:35, 42000, 19.5, 1
Sell, 54.6553, 2006-09-29 09:40, 42000, 19.5, 0
Buy , 54.71, 2006-10-02 09:35, 42000, 19.5, 1
Sell, 54.6553, 2006-10-02 09:40, 42000, 19.5, 0
Sell, 54.11, 2006-10-02 13:00, 42000, 19.5, -1
Buy , 54.1541, 2006-10-02 13:05, 42000, 19.5, 0
Sell, 54.1, 2006-10-02 13:15, 42000, 19.5, -1
Buy , 54.054, 2006-10-03 09:40, 42000, 19.5, 0
Sell, 54, 2006-10-03 09:45, 42000, 19.5, -1
Buy , 53.9539, 2006-10-03 10:40, 42000, 19.5, 0
Sell, 53.9, 2006-10-03 11:20, 42000, 19.5, -1
Buy , 53.9139, 2006-10-03 12:05, 42000, 19.5, 0
Sell, 53.86, 2006-10-03 12:15, 42000, 19.5, -1
Buy , 53.8738, 2006-10-03 12:40, 42000, 19.5, 0
Sell, 53.82, 2006-10-03 13:10, 42000, 19.5, -1
Buy , 53.6436, 2006-10-04 10:20, 42000, 19.5, 0
Buy , 54.25, 2006-10-05 10:20, 42000, 19.5, 1
Sell, 54.2457, 2006-10-05 10:25, 42000, 19.5, 0
Buy , 54.3, 2006-10-06 12:55, 42000, 19.5, 1
Sell, 54.2957, 2006-10-06 13:00, 42000, 19.5, 0
Buy , 54.35, 2006-10-06 13:10, 42000, 19.5, 1
Sell, 54.2957, 2006-10-06 13:15, 42000, 19.5, 0
Buy , 54.35, 2006-10-09 09:35, 42000, 19.5, 1
Sell, 54.5754, 2006-10-09 09:40, 42000, 19.5, 0
Buy , 54.86, 2006-10-09 10:15, 42000, 19.5, 1
Sell, 54.975, 2006-10-09 10:30, 42000, 19.5, 0
Buy , 55.03, 2006-10-09 11:50, 42000, 19.5, 1
Sell, 55.0049, 2006-10-09 11:55, 42000, 19.5, 0
Buy , 55.06, 2006-10-09 12:25, 42000, 19.5, 1
Sell, 55.0549, 2006-10-09 12:35, 42000, 19.5, 0
Buy , 55.11, 2006-10-09 12:45, 42000, 19.5, 1
Sell, 55.0849, 2006-10-09 12:55, 42000, 19.5, 0
Buy , 55.14, 2006-10-09 13:10, 42000, 19.5, 1
Sell, 55.1548, 2006-10-10 09:35, 42000, 19.5, 0
Sell, 54.63, 2006-10-11 13:15, 42000, 19.5, -1
Buy , 54.6846, 2006-10-12 09:35, 42000, 19.5, 0
Buy , 55.13, 2006-10-12 11:15, 42000, 19.5, 1
Sell, 55.0949, 2006-10-12 11:20, 42000, 19.5, 0
Buy , 55.22, 2006-10-12 11:30, 42000, 19.5, 1
Sell, 55.3746, 2006-10-12 11:40, 42000, 19.5, 0
Buy , 55.43, 2006-10-13 10:20, 42000, 19.5, 1
Sell, 55.3746, 2006-10-13 10:25, 42000, 19.5, 0
Buy , 55.43, 2006-10-17 09:55, 42000, 19.5, 1
Sell, 55.5144, 2006-10-17 10:00, 42000, 19.5, 0
Buy , 55.57, 2006-10-17 10:25, 42000, 19.5, 1
Sell, 55.5144, 2006-10-17 10:35, 42000, 19.5, 0
Buy , 55.57, 2006-10-17 12:45, 42000, 19.5, 1
Sell, 55.7242, 2006-10-17 12:55, 42000, 19.5, 0
Buy , 55.78, 2006-10-17 13:05, 42000, 19.5, 1
Sell, 55.7542, 2006-10-17 13:10, 42000, 19.5, 0
Buy , 55.81, 2006-10-18 09:35, 42000, 19.5, 1
Sell, 55.8241, 2006-10-18 09:40, 42000, 19.5, 0
Buy , 55.89, 2006-10-18 10:05, 42000, 19.5, 1
Sell, 55.984, 2006-10-18 10:25, 42000, 19.5, 0
Buy , 56.07, 2006-10-18 12:40, 42000, 19.5, 1
Sell, 56.0539, 2006-10-18 12:45, 42000, 19.5, 0
Buy , 56.11, 2006-10-19 09:35, 42000, 19.5, 1
Sell, 56.3236, 2006-10-19 09:40, 42000, 19.5, 0
Buy , 56.38, 2006-10-19 09:45, 42000, 19.5, 1
Sell, 56.3336, 2006-10-19 09:50, 42000, 19.5, 0
Buy , 56.44, 2006-10-19 09:55, 42000, 19.5, 1
Sell, 56.4235, 2006-10-19 10:00, 42000, 19.5, 0
Buy , 56.48, 2006-10-19 11:25, 42000, 19.5, 1
Sell, 56.4835, 2006-10-19 11:35, 42000, 19.5, 0
Buy , 56.54, 2006-10-19 11:55, 42000, 19.5, 1
Sell, 56.6133, 2006-10-19 12:15, 42000, 19.5, 0
Buy , 56.67, 2006-10-19 12:30, 42000, 19.5, 1
Sell, 56.7232, 2006-10-19 12:45, 42000, 19.5, 0
Buy , 56.78, 2006-10-19 13:00, 42000, 19.5, 1
Sell, 56.8931, 2006-10-19 13:10, 42000, 19.5, 0
Buy , 56.93, 2006-10-24 11:10, 42000, 19.5, 1
Sell, 56.8731, 2006-10-24 11:15, 42000, 19.5, 0
Buy , 56.93, 2006-10-25 09:35, 42000, 19.5, 1
Sell, 57.0129, 2006-10-25 09:40, 42000, 19.5, 0
Buy , 57.07, 2006-10-25 11:35, 42000, 19.5, 1
Sell, 57.1628, 2006-10-25 11:40, 42000, 19.5, 0
Buy , 57.22, 2006-10-26 11:05, 42000, 19.5, 1
Sell, 57.1828, 2006-10-26 11:10, 42000, 19.5, 0
Buy , 57.24, 2006-10-26 12:40, 42000, 19.5, 1
Sell, 57.2727, 2006-10-26 12:45, 42000, 19.5, 0
Buy , 57.33, 2006-10-27 09:35, 42000, 19.5, 1
Sell, 57.4625, 2006-10-27 09:40, 42000, 19.5, 0
Buy , 57.52, 2006-10-27 11:05, 42000, 19.5, 1
Sell, 57.4924, 2006-10-27 11:10, 42000, 19.5, 0
Buy , 57.55, 2006-10-27 11:15, 42000, 19.5, 1
Sell, 57.5923, 2006-10-27 11:25, 42000, 19.5, 0
Buy , 57.65, 2006-10-27 11:35, 42000, 19.5, 1
Sell, 57.6523, 2006-10-27 11:55, 42000, 19.5, 0
Buy , 57.71, 2006-10-30 09:35, 42000, 19.5, 1
Sell, 57.8221, 2006-10-30 09:40, 42000, 19.5, 0
Buy , 57.88, 2006-10-30 09:45, 42000, 19.5, 1
Sell, 57.8321, 2006-10-30 09:50, 42000, 19.5, 0
Buy , 57.9, 2006-10-30 09:55, 42000, 19.5, 1
Sell, 57.8721, 2006-10-30 10:00, 42000, 19.5, 0
Sell, 57.02, 2006-10-31 10:00, 42000, 19.5, -1
Buy , 57.077, 2006-10-31 10:05, 42000, 19.5, 0
Sell, 57.02, 2006-10-31 10:45, 42000, 19.5, -1
Buy , 56.9969, 2006-10-31 10:50, 42000, 19.5, 0
Sell, 56.94, 2006-10-31 11:30, 42000, 19.5, -1
Buy , 56.9469, 2006-10-31 11:35, 42000, 19.5, 0
Sell, 56.89, 2006-10-31 12:20, 42000, 19.5, -1
Buy , 56.9369, 2006-10-31 12:35, 42000, 19.5, 0
Sell, 56.88, 2006-10-31 13:00, 42000, 19.5, -1
Buy , 56.8568, 2006-10-31 13:10, 42000, 19.5, 0
Buy , 57.74, 2006-11-01 13:05, 42000, 19.5, 1
Sell, 57.6823, 2006-11-01 13:10, 42000, 19.5, 0
Buy , 57.76, 2006-11-02 09:35, 42000, 19.5, 1
Sell, 57.942, 2006-11-02 09:40, 42000, 19.5, 0
Buy , 58.05, 2006-11-02 09:45, 42000, 19.5, 1
Sell, 58.1718, 2006-11-02 10:05, 42000, 19.5, 0
Buy , 58.05, 2006-11-08 09:35, 42000, 19.5, 1
Sell, 58.0519, 2006-11-08 09:40, 42000, 19.5, 0
Buy , 58.11, 2006-11-09 10:50, 42000, 19.5, 1
Sell, 58.3016, 2006-11-09 11:10, 42000, 19.5, 0
Sell, 57.75, 2006-11-10 10:30, 42000, 19.5, -1
Buy , 57.6576, 2006-11-10 10:40, 42000, 19.5, 0
Buy , 58.17, 2006-11-14 10:05, 42000, 19.5, 1
Sell, 58.1318, 2006-11-14 10:10, 42000, 19.5, 0
Buy , 58.19, 2006-11-14 10:15, 42000, 19.5, 1
Sell, 58.2217, 2006-11-14 10:20, 42000, 19.5, 0
Buy , 58.31, 2006-11-14 10:25, 42000, 19.5, 1
Sell, 58.3716, 2006-11-14 10:30, 42000, 19.5, 0
Buy , 58.43, 2006-11-14 10:45, 42000, 19.5, 1
Sell, 58.4215, 2006-11-14 10:50, 42000, 19.5, 0
Buy , 58.49, 2006-11-14 11:10, 42000, 19.5, 1
Sell, 58.4715, 2006-11-14 11:20, 42000, 19.5, 0
Buy , 58.53, 2006-11-14 11:50, 42000, 19.5, 1
Sell, 58.4915, 2006-11-14 12:10, 42000, 19.5, 0
Buy , 58.55, 2006-11-14 12:25, 42000, 19.5, 1
Sell, 58.5014, 2006-11-14 12:30, 42000, 19.5, 0
Buy , 58.56, 2006-11-14 12:35, 42000, 19.5, 1
Sell, 58.6713, 2006-11-14 12:45, 42000, 19.5, 0
Buy , 58.73, 2006-11-14 13:05, 42000, 19.5, 1
Sell, 58.6813, 2006-11-14 13:10, 42000, 19.5, 0
Buy , 58.74, 2006-11-14 13:15, 42000, 19.5, 1
Sell, 59.0409, 2006-11-15 09:50, 42000, 19.5, 0
Sell, 58.41, 2006-11-16 12:55, 42000, 19.5, -1
Buy , 58.088, 2006-11-16 13:05, 42000, 19.5, 0
Buy , 59.02, 2006-11-20 09:35, 42000, 19.5, 1
Sell, 59.1508, 2006-11-20 09:40, 42000, 19.5, 0
Buy , 59.21, 2006-11-22 09:35, 42000, 19.5, 1
Sell, 59.3106, 2006-11-22 09:40, 42000, 19.5, 0
Buy , 59.37, 2006-11-27 09:35, 42000, 19.5, 1
Sell, 59.3606, 2006-11-27 09:40, 42000, 19.5, 0
Buy , 59.42, 2006-11-27 10:00, 42000, 19.5, 1
Sell, 59.3606, 2006-11-27 10:05, 42000, 19.5, 0
Buy , 59.42, 2006-11-27 10:20, 42000, 19.5, 1
Sell, 59.3706, 2006-11-27 10:25, 42000, 19.5, 0
Sell, 58.91, 2006-11-28 09:35, 42000, 19.5, -1
Buy , 58.9289, 2006-11-28 09:40, 42000, 19.5, 0
Sell, 58.87, 2006-11-28 09:50, 42000, 19.5, -1
Buy , 58.9189, 2006-11-28 09:55, 42000, 19.5, 0
Sell, 58.84, 2006-11-28 12:20, 42000, 19.5, -1
Buy , 58.8087, 2006-11-28 12:35, 42000, 19.5, 0
Sell, 58.75, 2006-11-28 12:40, 42000, 19.5, -1
Buy , 58.7787, 2006-11-28 12:45, 42000, 19.5, 0
Sell, 58.72, 2006-11-29 09:35, 42000, 19.5, -1
Buy , 58.7086, 2006-11-29 09:40, 42000, 19.5, 0
Sell, 58.65, 2006-11-29 11:50, 42000, 19.5, -1
Buy , 58.6686, 2006-11-29 11:55, 42000, 19.5, 0
Buy , 59.41, 2006-11-30 09:35, 42000, 19.5, 1
Sell, 59.4305, 2006-11-30 09:40, 42000, 19.5, 0
Buy , 59.49, 2006-11-30 10:45, 42000, 19.5, 1
Sell, 59.4705, 2006-11-30 10:50, 42000, 19.5, 0
Buy , 59.53, 2006-11-30 11:35, 42000, 19.5, 1
Sell, 59.4904, 2006-11-30 11:40, 42000, 19.5, 0
Buy , 59.55, 2006-11-30 12:05, 42000, 19.5, 1
Sell, 59.4904, 2006-11-30 12:10, 42000, 19.5, 0
Buy , 59.55, 2006-11-30 12:15, 42000, 19.5, 1
Sell, 59.5204, 2006-11-30 12:20, 42000, 19.5, 0
Buy , 59.58, 2006-11-30 12:25, 42000, 19.5, 1
Sell, 59.5204, 2006-11-30 12:30, 42000, 19.5, 0
Buy , 59.58, 2006-11-30 12:35, 42000, 19.5, 1
Sell, 59.5204, 2006-11-30 12:40, 42000, 19.5, 0
Sell, 58.93, 2006-12-04 11:45, 42000, 19.5, -1
Buy , 58.9889, 2006-12-04 12:00, 42000, 19.5, 0
Sell, 58.93, 2006-12-05 09:35, 42000, 19.5, -1
Buy , 58.8888, 2006-12-05 09:40, 42000, 19.5, 0
Sell, 58.83, 2006-12-05 09:45, 42000, 19.5, -1
Buy , 58.8388, 2006-12-05 09:55, 42000, 19.5, 0
Sell, 58.78, 2006-12-06 09:35, 42000, 19.5, -1
Buy , 58.6286, 2006-12-06 09:40, 42000, 19.5, 0
Sell, 58.57, 2006-12-06 09:50, 42000, 19.5, -1
Buy , 58.5485, 2006-12-06 10:05, 42000, 19.5, 0
Sell, 58.49, 2006-12-07 09:40, 42000, 19.5, -1
Buy , 58.4584, 2006-12-07 09:55, 42000, 19.5, 0
Sell, 58.4, 2006-12-08 13:10, 42000, 19.5, -1
Buy , 58.4184, 2006-12-11 09:35, 42000, 19.5, 0
Sell, 58.36, 2006-12-11 09:40, 42000, 19.5, -1
Buy , 58.2682, 2006-12-11 09:45, 42000, 19.5, 0
Buy , 58.74, 2006-12-11 12:55, 42000, 19.5, 1
Sell, 58.6813, 2006-12-11 13:00, 42000, 19.5, 0
Buy , 58.74, 2006-12-11 13:10, 42000, 19.5, 1
Sell, 58.901, 2006-12-12 09:40, 42000, 19.5, 0
Sell, 58.21, 2006-12-13 09:40, 42000, 19.5, -1
Buy , 58.2682, 2006-12-13 09:45, 42000, 19.5, 0
Sell, 58.21, 2006-12-13 10:05, 42000, 19.5, -1
Buy , 58.1581, 2006-12-13 10:15, 42000, 19.5, 0
Sell, 58.1, 2006-12-15 09:35, 42000, 19.5, -1
Buy , 58.048, 2006-12-15 09:40, 42000, 19.5, 0
Sell, 57.99, 2006-12-15 10:15, 42000, 19.5, -1
Buy , 58.038, 2006-12-15 10:20, 42000, 19.5, 0
Sell, 57.98, 2006-12-15 12:20, 42000, 19.5, -1
Buy , 57.9179, 2006-12-15 12:45, 42000, 19.5, 0
Sell, 57.86, 2006-12-15 12:55, 42000, 19.5, -1
Buy , 57.9179, 2006-12-15 13:05, 42000, 19.5, 0
Sell, 57.86, 2006-12-18 09:35, 42000, 19.5, -1
Buy , 57.5975, 2006-12-18 09:40, 42000, 19.5, 0
Sell, 57.54, 2006-12-18 09:55, 42000, 19.5, -1
Buy , 57.4274, 2006-12-18 10:10, 42000, 19.5, 0
Sell, 57.37, 2006-12-19 09:35, 42000, 19.5, -1
Buy , 57.4174, 2006-12-19 09:40, 42000, 19.5, 0
Buy , 57.97, 2006-12-21 09:35, 42000, 19.5, 1
Sell, 57.972, 2006-12-21 09:40, 42000, 19.5, 0
Buy , 58.03, 2006-12-21 09:50, 42000, 19.5, 1
Sell, 57.972, 2006-12-21 09:55, 42000, 19.5, 0
Buy , 58.03, 2006-12-22 10:40, 42000, 19.5, 1
Sell, 58.1418, 2006-12-22 11:00, 42000, 19.5, 0
Buy , 58.2, 2006-12-22 12:00, 42000, 19.5, 1
Sell, 58.7512, 2006-12-26 09:40, 42000, 19.5, 0
Buy , 58.81, 2006-12-26 09:45, 42000, 19.5, 1
Sell, 58.911, 2006-12-26 09:50, 42000, 19.5, 0
Buy , 59.1, 2006-12-26 09:55, 42000, 19.5, 1
Sell, 59.1608, 2006-12-26 10:00, 42000, 19.5, 0
Buy , 59.14, 2006-12-29 09:35, 42000, 19.5, 1
Sell, 59.1308, 2006-12-29 09:40, 42000, 19.5, 0
Sell, 58.62, 2007-01-03 09:40, 42000, 19.5, -1
Buy , 58.5385, 2007-01-03 09:50, 42000, 19.5, 0
Sell, 58.48, 2007-01-03 10:05, 42000, 19.5, -1
Buy , 58.5385, 2007-01-03 10:15, 42000, 19.5, 0
Sell, 58.48, 2007-01-03 11:05, 42000, 19.5, -1
Buy , 58.4384, 2007-01-03 11:20, 42000, 19.5, 0
Sell, 58.36, 2007-01-03 11:25, 42000, 19.5, -1
Buy , 58.3983, 2007-01-03 12:10, 42000, 19.5, 0
Sell, 58.34, 2007-01-03 13:15, 42000, 19.5, -1
Buy , 58.088, 2007-01-04 09:50, 42000, 19.5, 0
Sell, 58.03, 2007-01-04 12:30, 42000, 19.5, -1
Buy , 58.078, 2007-01-04 12:35, 42000, 19.5, 0
Sell, 58.02, 2007-01-04 12:40, 42000, 19.5, -1
Buy , 57.9779, 2007-01-04 12:45, 42000, 19.5, 0
Sell, 57.92, 2007-01-04 12:50, 42000, 19.5, -1
Buy , 57.9279, 2007-01-04 13:05, 42000, 19.5, 0
Sell, 57.87, 2007-01-05 09:45, 42000, 19.5, -1
Buy , 57.8077, 2007-01-05 09:50, 42000, 19.5, 0
Sell, 57.72, 2007-01-08 09:35, 42000, 19.5, -1
Buy , 57.7777, 2007-01-08 09:40, 42000, 19.5, 0
Sell, 57.72, 2007-01-08 10:40, 42000, 19.5, -1
Buy , 57.7177, 2007-01-08 10:50, 42000, 19.5, 0
Sell, 57.66, 2007-01-09 09:35, 42000, 19.5, -1
Buy , 57.4574, 2007-01-09 09:40, 42000, 19.5, 0
Sell, 57.4, 2007-01-09 10:40, 42000, 19.5, -1
Buy , 57.4073, 2007-01-09 10:45, 42000, 19.5, 0
Sell, 57.34, 2007-01-09 10:55, 42000, 19.5, -1
Buy , 57.3973, 2007-01-09 11:00, 42000, 19.5, 0
Sell, 57.34, 2007-01-10 10:20, 42000, 19.5, -1
Buy , 57.3873, 2007-01-10 10:25, 42000, 19.5, 0
Sell, 57.33, 2007-01-10 10:30, 42000, 19.5, -1
Buy , 57.2572, 2007-01-10 10:40, 42000, 19.5, 0
Buy , 57.86, 2007-01-11 10:20, 42000, 19.5, 1
Sell, 57.8621, 2007-01-11 10:25, 42000, 19.5, 0
Buy , 57.96, 2007-01-12 09:35, 42000, 19.5, 1
Sell, 58.4715, 2007-01-12 09:40, 42000, 19.5, 0
Buy , 58.53, 2007-01-12 09:50, 42000, 19.5, 1
Sell, 58.5214, 2007-01-12 09:55, 42000, 19.5, 0
Buy , 58.59, 2007-01-16 09:35, 42000, 19.5, 1
Sell, 58.5814, 2007-01-16 09:40, 42000, 19.5, 0
Buy , 58.53, 2007-01-19 13:10, 42000, 19.5, 1
Sell, 58.4715, 2007-01-19 13:15, 42000, 19.5, 0
Buy , 58.54, 2007-01-22 09:35, 42000, 19.5, 1
Sell, 58.6313, 2007-01-22 09:50, 42000, 19.5, 0
Buy , 58.69, 2007-01-22 10:25, 42000, 19.5, 1
Sell, 58.7012, 2007-01-22 10:30, 42000, 19.5, 0
Buy , 58.76, 2007-01-22 11:25, 42000, 19.5, 1
Sell, 58.7012, 2007-01-22 11:30, 42000, 19.5, 0
Buy , 58.76, 2007-01-23 09:35, 42000, 19.5, 1
Sell, 59.0409, 2007-01-23 09:40, 42000, 19.5, 0
Buy , 59.1, 2007-01-23 12:40, 42000, 19.5, 1
Sell, 59.0509, 2007-01-23 12:45, 42000, 19.5, 0
Buy , 59.11, 2007-01-23 12:50, 42000, 19.5, 1
Sell, 59.1008, 2007-01-23 13:00, 42000, 19.5, 0
Buy , 59.16, 2007-01-23 13:10, 42000, 19.5, 1
Sell, 59.1708, 2007-01-23 13:15, 42000, 19.5, 0
Sell, 58.49, 2007-01-25 11:00, 42000, 19.5, -1
Buy , 58.5485, 2007-01-25 11:05, 42000, 19.5, 0
Sell, 58.49, 2007-01-25 11:10, 42000, 19.5, -1
Buy , 58.5285, 2007-01-25 11:30, 42000, 19.5, 0
Sell, 58.37, 2007-01-25 11:35, 42000, 19.5, -1
Buy , 58.1981, 2007-01-25 11:50, 42000, 19.5, 0
Sell, 58.14, 2007-01-26 09:35, 42000, 19.5, -1
Buy , 58.1981, 2007-01-26 09:40, 42000, 19.5, 0
Sell, 58.14, 2007-01-26 09:45, 42000, 19.5, -1
Buy , 58.1581, 2007-01-26 09:50, 42000, 19.5, 0
Sell, 58.1, 2007-01-26 10:10, 42000, 19.5, -1
Buy , 58.1281, 2007-01-26 10:20, 42000, 19.5, 0
Sell, 58.07, 2007-01-29 11:05, 42000, 19.5, -1
Buy , 58.1281, 2007-01-29 11:10, 42000, 19.5, 0
Sell, 58.07, 2007-01-29 12:05, 42000, 19.5, -1
Buy , 58.058, 2007-01-29 12:10, 42000, 19.5, 0
Sell, 58, 2007-01-29 12:20, 42000, 19.5, -1
Buy , 58.038, 2007-01-29 12:25, 42000, 19.5, 0
Buy , 58.4, 2007-01-30 10:45, 42000, 19.5, 1
Sell, 58.6513, 2007-01-30 11:40, 42000, 19.5, 0
Buy , 58.71, 2007-01-30 12:20, 42000, 19.5, 1
